Title,Description,Publisher,Link,Published Time,processed_text
Sophos details five years of China-linked threat actors’ activity targeting network devices worldwide,"Sophos used custom implants to monitor China-linked thret actors targeting firewall zero-days in a years-long battle. Sophos revealed a years-long “cat-and-mouse” battle with China-linked threat actors, using custom implants to track the attackers’ activities…",Securityaffairs.com,https://securityaffairs.com/170469/apt/china-linked-threat-actors-activity-targeting-network-devices-worldwide.html,02-11-2024 16:12,sophos used custom implant monitor chinalinked thret actor targeting firewall zerodays yearslong battle sophos revealed yearslong catandmouse battle chinalinked threat actor using custom implant track attacker activity
Goldman Sachs and Apple reach $90 in penalties from the Apple Card,Goldman Sachs and Apple have amassed $90 million in penalties with Goldman Sachs already losing millions of dollars from the Apple Card since 2022 with multiple problems in their credit division tied with it. The credit firm cannot release any more new credit…,iLounge,https://www.ilounge.com/news/apple/goldman-sachs-and-apple-reach-90-in-penalties-from-the-apple-card,02-11-2024 15:43,goldman sachs apple amassed million penalty goldman sachs already losing million dollar apple card since multiple problem credit division tied credit firm cannot release new credit
"Job seekers, take note: Employers are upbeat about seasonal hiring",Employers have announced plans to hire the highest total number of seasonal workers since 2021. That's good news for job seekers.,Yahoo Entertainment,https://finance.yahoo.com/news/job-seekers-take-note-employers-are-upbeat-about-seasonal-hiring-143026181.html,02-11-2024 14:30,employer announced plan hire highest total number seasonal worker since thats good news job seeker
"Warren Buffett continued to sell down his Apple stake, cutting about a quarter in the third period - CNBC","Warren Buffett continued to sell down his Apple stake, cutting about a quarter in the third periodCNBC Berkshire's cash sets record as Buffett sells Apple, BofA; operating profit fallsYahoo Finance Warren Buffett’s Berkshire Hathaway Slashes Apple Stake Again…",Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=175380819,02-11-2024 13:32,warren buffett continued sell apple stake cutting quarter third periodcnbc berkshire cash set record buffett sell apple bofa operating profit fallsyahoo finance warren buffetts berkshire hathaway slash apple stake
NYC’s longest-serving tour guide once took ‘Friends’ star David Schwimmer around — and got more looks than he did,"As New York City's longest-serving tour guide, Joyce Gold has become a local celebrity -- more widely recognized than the stars in the Big Apple.",New York Post,https://nypost.com/2024/11/02/us-news/nycs-longest-serving-tour-guide-once-took-this-friends-star-around-and-got-more-looks-than-he-did/,02-11-2024 11:54,new york city longestserving tour guide joyce gold become local celebrity widely recognized star big apple
Michael Hudson and Richard Wolff: BRICS High Aspirations Versus Cautious First Steps,Michael Hudson and Richard Wolff discuss the recent BRICS summit as well as its rapidly-evolving geopolitical backdrop.,Nakedcapitalism.com,https://www.nakedcapitalism.com/2024/11/michael-hudson-and-richard-wolff-brics-high-aspirations-versus-cautious-first-steps.html,02-11-2024 08:29,michael hudson richard wolff discus recent brics summit well rapidlyevolving geopolitical backdrop
"Tesla, AMD And Nvidia Show Higher Volatility Than Bitcoin In October 2024","Leading tech stocks display greater price fluctuations than bitcoin, reflecting evolving digital asset trends.",Forbes,https://www.forbes.com/sites/digital-assets/2024/11/02/tesla-amd-and-nvidia-show-higher-volatility-than-bitcoin-in-october-2024/,02-11-2024 08:25,leading tech stock display greater price fluctuation bitcoin reflecting evolving digital asset trend
PTZOptics cameras zero-days actively exploited in the wild,"Hackers are exploiting two zero-day vulnerabilities, tracked as CVE-2024-8956 and CVE-2024-8957, in PTZOptics cameras. Threat actors are attempting to exploit two zero-day vulnerabilities, tracked as CVE-2024-8956 and CVE-2024-8957, in PTZOptics pan-tilt-zoom…",Securityaffairs.com,https://securityaffairs.com/170456/hacking/ptzoptics-cameras-flaws-exploited.html,02-11-2024 07:16,hacker exploiting two zeroday vulnerability tracked cve cve ptzoptics camera threat actor attempting exploit two zeroday vulnerability tracked cve cve ptzoptics pantiltzoom
"‘The Bureau’ Producer Alex Berger, ‘Anikulapo’s’ Kunle Afolayan Headline Ivory Coast’s SICA Film and TV Industry Trade Fair","Alex Berger of “The Bureau” producer TOP (The Oligarchs Productions), prolific Nigerian filmmaker Kunle Afolayan (“Aníkúlápó”) and Sydney Gallonde of Paris-based outfit Make it Happens Studios are among the headliners of the Salon International du Contenu Aud…",Variety,https://variety.com/2024/film/global/alex-berger-kunle-afolayan-sica-ivory-coast-african-content-1236192739/,01-11-2024 22:53,alex berger bureau producer top oligarch production prolific nigerian filmmaker kunle afolayan anklp sydney gallonde parisbased outfit make happens studio among headliner salon international du contenu aud
Earnings call: TDS US Cellular reveals Q3 2024 financial growth,Earnings call: TDS US Cellular reveals Q3 2024 financial growth,Investing.com,https://www.investing.com/news/stock-market-news/earnings-call-tds-us-cellular-reveals-q3-2024-financial-growth-93CH-3698384,01-11-2024 22:00,earnings call tds u cellular reveals q financial growth
New LightSpy spyware version targets iPhones with destructive capabilities,"New LightSpy spyware targets iPhones supporting destructive features that can block compromised devices from booting up. In May 2024, ThreatFabric researchers discovered a macOS version of LightSpy spyware that has been active in the wild since at least Janua…",Securityaffairs.com,https://securityaffairs.com/170447/malware/lightspy-spyware-targets-iphones.html,01-11-2024 19:51,new lightspy spyware target iphones supporting destructive feature block compromised device booting may threatfabric researcher discovered macos version lightspy spyware active wild since least janua
Would Either Candidate Fundamentally Change the U.S. Economy?,Where Harris and Trump intersect and where they diverge.,Foreign Policy,https://foreignpolicy.com/2024/11/01/would-either-candidate-fundamentally-change-the-u-s-economy/,01-11-2024 19:05,harris trump intersect diverge
"Isabella Rossellini on ‘Conclave’ and How She Almost Didn’t Get ‘Death Becomes Her’ Role Because the Studio ‘Wanted Someone More Famous, More Established’","Despite a career with varying celebrated roles, Isabella Rossellini has never received an Academy Award nomination. This year, fans and critics alike are hoping that changes with her latest film, “Conclave.” At the Middleburg Film Festival, the iconic actress…",Variety,https://variety.com/2024/film/awards/isabella-rossellini-conclave-death-becomes-her-1236196753/,01-11-2024 19:01,despite career varying celebrated role isabella rossellini never received academy award nomination year fan critic alike hoping change latest film conclave middleburg film festival iconic actress
"Metaplanet stock soars over 1,000% this year as firm adopts Bitcoin strategy","Metaplanet's success highlights the growing trend of corporate Bitcoin adoption, potentially reshaping financial strategies globally.
The post Metaplanet stock soars over 1,000% this year as firm adopts Bitcoin strategy appeared first on Crypto Briefing.",Crypto Briefing,https://cryptobriefing.com/metaplanet-bitcoin-strategy-stock-surge/,01-11-2024 18:47,metaplanets success highlight growing trend corporate bitcoin adoption potentially reshaping financial strategy globally post metaplanet stock soar year firm adopts bitcoin strategy appeared first crypto briefing
European markets make gains after worst fall in a year,Dublin’s Iseq finished up 2.25% while FTSE rebounds,The Irish Times,https://www.irishtimes.com/business/2024/11/01/european-markets-make-gains-after-worst-fall-in-a-year/,01-11-2024 18:33,dublin iseq finished ftse rebound
‘American Speed’: Tom Holland & Austin Butler To Star In Racecar Crime Drama At Amazon MGM Studios,"Did the “Summer of Tom Holland” just got more jam-packed? Deadline reports that Amazon MGM Studios won the bidding war for “American Speed,” a race car drama with Holland and Austin Butler attached to star. “American Speed” marks the third upcoming blockbuste…",Theplaylist.net,https://theplaylist.net/american-speed-tom-holland-austin-butler-to-star-in-racecar-crime-drama-at-amazon-mgm-studios-20241101/,01-11-2024 18:29,summer tom holland got jampacked deadline report amazon mgm studio bidding war american speed race car drama holland austin butler attached star american speed mark third upcoming blockbuste
LottieFiles confirmed a supply chain attack on Lottie-Player,"LottieFiles confirmed a supply chain attack on Lottie-Player, and threat actors targeted cryptocurrency wallets to steal funds. LottieFiles confirmed that threat actors have hacked the Lottie-Player software in a supply chain attack. Lottie-Player is a web co…",Securityaffairs.com,https://securityaffairs.com/170441/hacking/lottiefiles-confirmed-a-supply-chain-attack-on-lottie-player.html,01-11-2024 17:37,lottiefiles confirmed supply chain attack lottieplayer threat actor targeted cryptocurrency wallet steal fund lottiefiles confirmed threat actor hacked lottieplayer software supply chain attack lottieplayer web co
"Stock market today: Nasdaq, S&P 500 rebound amid Amazon cheer, jobs report - Yahoo Finance","Stock market today: Nasdaq, S&P 500 rebound amid Amazon cheer, jobs reportYahoo Finance Dow jumps 500 points to start November as traders look past weak jobs report: Live updatesCNBC Stocks Rise With Payrolls Set to Cap Volatile Week: Markets WrapYahoo Financ…",Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=175375289,01-11-2024 16:12,stock market today nasdaq sp rebound amid amazon cheer job reportyahoo finance dow jump point start november trader look past weak job report live updatescnbc stock rise payroll set cap volatile week market wrapyahoo financ
Announcing the Microsoft Store Awards 2024 winners,"Windows is an open platform that enables all categories of applications to thrive. From individual developers to distributed projects, open-source initiatives and large companies, the vibrant developer community is building innovative, engaging and p
The post…",Windows.com,https://blogs.windows.com/windowsdeveloper/2024/11/01/announcing-the-microsoft-store-awards-2024-winners/,01-11-2024 16:00,window open platform enables category application thrive individual developer distributed project opensource initiative large company vibrant developer community building innovative engaging p post
What this VC firm can teach other companies about decarbonizing for real,"Measuring climate impact can be a trust builder, says Eclipse Ventures partner Aidan Madigan-Curtis.",Fortune,https://fortune.com/2024/11/01/eclipse-venture-capital-decarbonizing/,01-11-2024 14:21,measuring climate impact trust builder say eclipse venture partner aidan madigancurtis
"AI Update, November 1, 2024: AI News and Views From the Past Week",Catch up on select AI news and developments from the past week or so. Stay in the know. Read the full article at MarketingProfs,MarketingProfs.com,https://www.marketingprofs.com/opinions/2024/52275/ai-update-november-1-2024-ai-news-and-views-from-the-past-week,01-11-2024 14:00,catch select ai news development past week stay know read full article marketingprofs
Russell Crowe is set to star in The Last Druid,"Crowe is set to work with Land of Bad director Will Eubank on a new historical drama, which will be up for the American Film Market next week.
The post Russell Crowe is set to star in The Last Druid appeared first on JoBlo.",JoBlo.com,https://www.joblo.com/russell-crowe-the-last-druid/,01-11-2024 12:56,crowe set work land bad director eubank new historical drama american film market next week post russell crowe set star last druid appeared first joblo
"Stock market today: Nasdaq, S&P 500 rebound amid Amazon cheer, jobs report",Markets are taking a big miss in the monthly jobs report in their stride as they welcome Amazon and Intel's results.,Yahoo Entertainment,https://finance.yahoo.com/news/live/stock-market-today-nasdaq-sp-500-rebound-amid-amazon-cheer-jobs-report-124606593.html,01-11-2024 12:46,market taking big miss monthly job report stride welcome amazon intels result
Don’t Diversify: How Concentration Creates Faster Business Growth,"Diversification is hailed as the gold standard of business strategy, but this conventional wisdom can be a roadblock rather than a road map.",Forbes,https://www.forbes.com/councils/forbesfinancecouncil/2024/11/01/dont-diversify-how-concentration-creates-faster-business-growth/,01-11-2024 12:00,diversification hailed gold standard business strategy conventional wisdom roadblock rather road map
Forbes Daily: Drone Maker To Ration Batteries After Chinese Sanctions,"Friday's edition of Forbes Daily covers David Koch's son backing Kamala Harris, Facebook profit from election lies, Amazon beats expectations, Apple's earnings and more.",Forbes,https://www.forbes.com/sites/daniellechemtob/2024/11/01/forbes-daily-drone-maker-to-ration-batteries-after-chinese-sanctions/,01-11-2024 11:53,friday edition forbes daily cover david koch son backing kamala harris facebook profit election lie amazon beat expectation apple earnings
"Bytes: Week in Review — Apple Intelligence arrives, AI writes Google’s code, and AI medical transcription tool hallucinates","An AI transcription tool used in health care has been found to frequently hallucinate things no one ever said, including making up medications. That’s just one of the topics for today’s Marketplace Tech Bytes: Week in Review. Plus, we’ll get into what we lear…",Marketplace.org,https://www.marketplace.org/shows/marketplace-tech/bytes-week-in-review-apple-intelligence-arrives-ai-writes-googles-code-and-ai-medical-transcription-tool-hallucinates/,01-11-2024 10:04,ai transcription tool used health care found frequently hallucinate thing one ever said including making medication thats one topic today marketplace tech byte week review plus well get lear
"Apple reports better-than-anticipated Q4 revenue, earnings hurt by EU tax payment - Yahoo Finance","Apple reports better-than-anticipated Q4 revenue, earnings hurt by EU tax paymentYahoo Finance Apple sales rise 6%, company seeing early iPhone 16 demandCNBC Apple’s Quarterly Profit Down Because of Tax Payment in EuropeThe New York Times Apple to report Q4 e…",Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=175373155,01-11-2024 09:13,apple report betterthananticipated q revenue earnings hurt eu tax paymentyahoo finance apple sale rise company seeing early iphone demandcnbc apple quarterly profit tax payment europethe new york time apple report q e
"2025년이 더 문제, 미국 대선에 금리인하 달렸다","Why the Fed Cut Rates and Mortgage Rates Jumped https://t.co/tw3oUJUJoS— Bloomberg Economics (@economics) October 21, 2024 US mortgage applications for both home purchases and refinancing dropped last week to the lowest levels since August, hobbled by a recen…",Tistory.com,https://ryueyes11.tistory.com/511215,01-11-2024 09:07,fed cut rate mortgage rate jumped bloomberg economics economics october u mortgage application home purchase refinancing dropped last week lowest level since august hobbled recen
UK house price growth slows in October,"The average UK house price in October was £265,738, according to Nationwide.",Yahoo Entertainment,https://uk.finance.yahoo.com/news/house-price-growth-slows-october-nationwide-073859971.html,01-11-2024 07:38,average uk house price october according nationwide
Apple earnings underline Apple Intelligence is key: Analyst - Yahoo Finance,"Apple earnings underline Apple Intelligence is key: AnalystYahoo Finance Apple sales rise 6%, company seeing early iPhone 16 demandCNBC Apple’s AI-enhanced iPhones help tech giant’s earnings beatCointelegraph Apple sells $46 billion worth of iPhones over the …",Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=175372673,01-11-2024 06:52,apple earnings underline apple intelligence key analystyahoo finance apple sale rise company seeing early iphone demandcnbc apple aienhanced iphones help tech giant earnings beatcointelegraph apple sell billion worth iphones
Low consumer spending in China hinders economy there and abroad,U.S. Treasury Secretary Janet Yellen has joined several independent economists to express her frustration about low consumer spending and the property crisis in China. Some experts have expressed disappointment over Beijing's limited measures to stimulate con…,Globalsecurity.org,https://www.globalsecurity.org/wmd/library/news/china/2024/10/china-241031-voa01.htm,01-11-2024 06:49,u treasury secretary janet yellen joined several independent economist express frustration low consumer spending property crisis china expert expressed disappointment beijing limited measure stimulate con
Infosec products of the month: October 2024,"Here’s a look at the most interesting products from the past month, featuring releases from: Action1, Balbix, BreachLock, Commvault, Dashlane, Data Theorem, Edgio, ExtraHop, Fastly, Frontegg, GitGuardian, IBM, Ivanti, Jumio, Kusari, Legit Security, Metomic, N…",Help Net Security,https://www.helpnetsecurity.com/2024/11/01/infosec-products-of-the-month-october-2024/,01-11-2024 04:00,here look interesting product past month featuring release action balbix breachlock commvault dashlane data theorem edgio extrahop fastly frontegg gitguardian ibm ivanti jumio kusari legit security metomic n
Apple’s Quarterly Profit Down Because of Tax Payment in Europe - The New York Times,"Apple’s Quarterly Profit Down Because of Tax Payment in EuropeThe New York Times Apple sales rise 6%, company seeing early iPhone 16 demandCNBC Apple’s China Sales Remain Weak Spot in Otherwise Solid QuarterBloomberg Apple to report Q4 earnings as Wall Street…",Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=175371709,01-11-2024 02:53,apple quarterly profit tax payment europethe new york time apple sale rise company seeing early iphone demandcnbc apple china sale remain weak spot otherwise solid quarterbloomberg apple report q earnings wall street
Apple beats Wall Street’s targets as iPhone 16 sales get off to a solid start,"Apple Inc. topped Wall Street’s expectations on earnings and revenue as it delivered its fourth quarter earnings results today, but its stock wavered in extended trading after it reported yet another decline in sales in Greater China. The iPhone maker reporte…",SiliconANGLE News,https://siliconangle.com/2024/10/31/apple-beats-wall-streets-targets-iphone-16-sales-get-off-solid-start/,01-11-2024 01:52,apple inc topped wall street expectation earnings revenue delivered fourth quarter earnings result today stock wavered extended trading reported yet another decline sale greater china iphone maker reporte
[Finterest] Are global tech funds the missing piece in your investment portfolio?,Rappler spoke with Pru Life UK and ATRAM to learn more about their global tech fund that invests in the tech titans that power today's digital world,Rappler,https://www.rappler.com/business/finterest-global-tech-funds-missing-piece-investment-portfolio/,01-11-2024 00:28,rappler spoke pru life uk atram learn global tech fund invests tech titan power today digital world
